imdb_id,title,content_type,year,decade,era,is_recent,imdb_rating,votes,vote_weighted_score,popularity_tier,runtime_min,runtime_category,genres,genre_primary,certificate,plot,rank,platform,source
tt0080684,Star Wars: Episode V - The Empire Strikes Back,movie,1980,1980s,Pre-1990,0,8.7,8,8.302,Medium,124.0,Epic (2h+),Action Epic|Adventure Epic|Dark Fantasy|Dystopian Sci-Fi|Epic|Fantasy Epic|Quest|Sci-Fi Epic|Space Sci-Fi|Sword & Sorcery|Action sequences|Character development|Cinematography|Dark tone|Iconic lines|Iconic scene|Iconic score|Special effects|Suspenseful|Worldbuilding,Action Epic,PG,"After the Empire overpowers the Rebel Alliance, Luke Skywalker begins training with Jedi Master Yoda, while Darth Vader and bounty hunter Boba Fett pursue his friends across the galaxy.",15,,
tt0133093,The Matrix,movie,1999,1990s,1990s,0,8.7,8,8.302,Medium,136.0,Epic (2h+),Action Epic|Artificial Intelligence|Cyberpunk|Dystopian Sci-Fi|Gun Fu|Martial Arts|Sci-Fi Epic|Action|Sci-Fi|Action sequences|Cinematography|Philosophical elements|Special effects|Thought-provoking|Character development|Dystopian elements|Religious themes,Action Epic,R,"When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.",16,,
tt0099685,GoodFellas,movie,1990,1990s,1990s,0,8.7,8,8.302,Medium,145.0,Epic (2h+),Docudrama|Gangster|True Crime|Biography|Crime|Drama|Character development|Chemistry|Cinematography|Dark humor|Direction|Enduring legacy|Iconic performance|Rewatchable|Soundtrack|Authentic emotion,Docudrama,R,"The story of Henry Hill and his life in the mafia, covering his relationship with his wife Karen and his mob partners Jimmy Conway and Tommy DeVito.",17,,
tt0816692,Interstellar,movie,2014,2010s,2010–2014,0,8.7,8,8.302,Medium,169.0,Epic (2h+),Adventure Epic|Epic|Psychological Drama|Quest|Sci-Fi Epic|Space Sci-Fi|Time Travel|Adventure|Drama|Sci-Fi|Ambitious|Cinematography|Cosmic wonder|Emotional stakes|Family dynamics|Scientific depth|Soundtrack|Thought-provoking,Adventure Epic,PG-13,"When Earth becomes uninhabitable in the future, a farmer and ex-NASA pilot, Joseph Cooper, is tasked to pilot a spacecraft, along with a team of researchers, to find a new planet for humans.",18,,
tt0073486,One Flew Over the Cuckoo's Nest,movie,1975,1970s,Pre-1990,0,8.6,8,8.206,Medium,133.0,Epic (2h+),Dark Comedy|Medical Drama|Psychological Drama|Drama|Freedom|Iconic performance|Performance|Adaptation|Allegorical elements|Dramatic tension|Human experience|Mental health|Social commentary,Dark Comedy,R,"A rebellious convict is sent to a psychiatric hospital for evaluation in 1963 Oregon, and encourages his docile companions to take more control of their lives and defy the tyrannical head nurse.",19,,
tt0114369,Seven,movie,1995,1990s,1990s,0,8.6,8,8.206,Medium,127.0,Epic (2h+),Cop Drama|Hard-boiled Detective|Police Procedural|Psychological Drama|Psychological Thriller|Serial Killer|Tragedy|Crime|Drama|Mystery|Atmospheric|Cinematography|Performance|Suspenseful|Thrilling|Philosophical elements|Religious themes|Social commentary|Dark tone,Cop Drama,R,Two detectives try to track down a serial killer who chooses his victims based on the Seven Deadly Sins.,20,,
tt0038650,It's a Wonderful Life,movie,1946,1940s,Pre-1990,0,8.6,8,8.206,Medium,130.0,Epic (2h+),Feel-Good Romance|Holiday Family|Holiday Romance|Psychological Drama|Supernatural Fantasy|Drama|Family|Fantasy|Holiday|Romance|Family dynamics|Friendship|Heartfelt|Inspirational|Meaning of life|Nostalgic|Religious themes|Traditional values|Social commentary,Feel-Good Romance,PG,An angel is sent from Heaven to help a desperately frustrated businessman see the value of his own life.,21,,
tt0102926,The Silence of the Lambs,movie,1991,1990s,1990s,0,8.6,8,8.206,Medium,118.0,Long (1.5–2h),Police Procedural|Psychological Drama|Psychological Horror|Psychological Thriller|Serial Killer|Crime|Drama|Horror|Thriller|Atmospheric|Chemistry|Direction|Iconic lines|Iconic performance|Performance|Psychological depth|Suspenseful|Thrilling,Police Procedural,R,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.",22,,
tt0047478,Seven Samurai,movie,1954,1950s,Pre-1990,0,8.6,8,8.206,Medium,207.0,Epic (2h+),Japanese|Action Epic|Epic|Period Drama|Samurai|Action|Drama|Artistic vision|Authentic emotion|Character development|Cinematography|Enduring legacy|Historical accuracy|Musical score|Social commentary|Technical achievement,Japanese,Unrated,"Farmers from a village exploited by bandits hire a veteran samurai for protection, and he gathers six other samurai to join him.",23,,
tt0120815,Saving Private Ryan,movie,1998,1990s,1990s,0,8.6,8,8.206,Medium,169.0,Epic (2h+),Action Epic|Epic|Period Drama|Psychological Drama|Tragedy|War Epic|Drama|War|Action sequences|Cinematography|Direction|Emotional weight|Iconic opening|Performance|Realism|Sound design|Technical achievement|Historical accuracy,Action Epic,R,"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose comrades have been killed in action.",24,,
tt0120689,The Green Mile,movie,1999,1990s,1990s,0,8.6,8,8.206,Medium,189.0,Epic (2h+),Period Drama|Prison Drama|Supernatural Fantasy|Tragedy|Crime|Drama|Fantasy|Mystery|Dramatic tension|Emotional weight|Faith|Friendship|Thought-provoking|Adaptation|Social commentary|Supernatural themes,Period Drama,R,A death row guard learns that a gentle giant in his charge possesses a mysterious gift.,25,,
tt0903747,Breaking Bad,tv_show,2008,2000s,2000s,0,9.5,9,9.5,High,48.0,Short (<1h),Dark Comedy|Drug Crime|Psychological Drama|Psychological Thriller|Tragedy|Crime|Drama|Thriller|Character development|Cinematography|Dark humor|Dramatic tension|Social commentary|Suspenseful|Writing|Family dynamics|Morality|Pacing,Dark Comedy,TV-MA,A chemistry teacher diagnosed with inoperable lung cancer turns to manufacturing and selling methamphetamine with a former student to secure his family's future.,1,,
tt5491994,Planet Earth II,tv_show,2016,2010s,2015–2019,0,9.4,9,9.4,High,50.0,Short (<1h),Docuseries|Nature Documentary|Documentary|Family|Cinematography|Dramatic tension|Educational|Environmentalism|Inspirational|Technical achievement|Visual spectacle|Narration|Social commentary|Sound design,Docuseries,TV-G,David Attenborough returns with a new wildlife documentary that shows life in a variety of habitats.,2,,
tt0795176,Planet Earth,tv_show,2006,2000s,2000s,0,9.4,9,9.4,High,50.0,Short (<1h),Docuseries|Nature Documentary|Documentary|Family|Ambitious|Cinematography|Educational|Environmentalism|Narration|Realism|Technical achievement|Visual spectacle|Sound design|Survival,Docuseries,TV-PG,"A documentary series on the wildlife found on Earth. Each episode covers a different habitat: deserts, mountains, deep oceans, shallow seas, forests, caves, polar regions, fresh water, plains and jungles. Narrated by David Attenborough.",3,,
tt0185906,Band of Brothers,tv_show,2001,2000s,2000s,0,9.4,9,9.4,High,50.0,Short (<1h),Historical Epic|Psychological Drama|Tragedy|War Epic|Action|Drama|History|War|Action sequences|Authentic emotion|Character development|Cinematography|Courage|Emotional weight|Friendship|Historical accuracy|Inspirational|Realism,Historical Epic,TV-MA,"The story of Easy Company of the U.S. Army 101st Airborne Division and their mission in World War II Europe, from Operation Overlord to V-J Day.",4,,
tt7366338,Chernobyl,tv_show,2019,2010s,2015–2019,1,9.3,9,9.3,High,50.0,Short (<1h),Disaster|Docudrama|Epic|Historical Epic|Period Drama|Psychological Drama|Drama|History|Thriller|Authentic emotion|Character development|Cinematography|Direction|Dramatic tension|Production design|Scientific depth|Historical accuracy|Social commentary,Disaster,TV-MA,"In April 1986, the city of Chernobyl in the Soviet Union suffers one of the worst nuclear disasters in the history of mankind. Consequently, many heroes put their lives on the line in the following days, weeks and months.",5,,
tt0306414,The Wire,tv_show,2002,2000s,2000s,0,9.3,9,9.3,High,50.0,Short (<1h),Cop Drama|Drug Crime|Epic|Police Procedural|Psychological Drama|Psychological Thriller|Crime|Drama|Thriller|Authentic emotion|Gritty|Narrative complexity|Performance|Realism|Social commentary|Thought-provoking|Writing,Cop Drama,TV-MA,"The Baltimore drug scene, as seen through the eyes of drug dealers and law enforcement.",6,,
tt0417299,Avatar: The Last Airbender,tv_show,2005,2000s,2000s,0,9.3,9,9.3,High,23.0,Short (<1h),Adventure Epic|Epic|Fantasy Epic|Globetrotting Adventure|Hand-Drawn Animation|Martial Arts|Quest|Supernatural Fantasy|Teen Adventure|Teen Fantasy|Animation style|Character development|Emotional weight|Friendship|Generational appeal|Philosophical elements|Worldbuilding|Dramatic depth,Adventure Epic,TV-Y7-FV,"In a war-torn world of elemental powers, a young boy reawakens to undertake a dangerous mystic quest to fulfill his destiny as the Avatar, and bring peace to the world.",7,,
tt0141842,The Sopranos,tv_show,1999,1990s,1990s,0,9.2,9,9.2,High,55.0,Short (<1h),Epic|Gangster|Psychological Drama|Crime|Drama|Authentic emotion|Character development|Comedic brilliance|Dark humor|Family dynamics|Narrative complexity|Realism|Social commentary|Writing,Epic,TV-MA,"New Jersey mob boss Tony Soprano deals with personal and professional issues in his home and business life that affect his mental state, leading him to seek professional psychiatric counseling.",8,,
tt6769208,Blue Planet II,tv_show,2017,2010s,2015–2019,0,9.3,9,9.3,High,50.0,Short (<1h),Docuseries|Nature Documentary|Documentary|Family|Cinematography|Educational|Environmentalism|Inspirational|Narration|Realism|Social commentary|Technical achievement|Visual spectacle|Sound design,Docuseries,TV-G,"David Attenborough returns to the world's oceans in this sequel to the acclaimed documentary filming rare and unusual creatures of the deep, as well as documenting the problems our oceans face.",9,,
tt2395695,Cosmos: A Spacetime Odyssey,tv_show,2014,2010s,2010–2014,0,9.2,9,9.2,High,45.0,Short (<1h),Docuseries|Science & Technology Documentary|Documentary|Family|Cosmic wonder|Educational|Generational appeal|Inspirational|Scientific depth|Thought-provoking|Narration|Social commentary,Docuseries,TV-PG,An exploration of our discovery of the laws of nature and coordinates in space and time.,10,,
tt0081846,Cosmos,tv_show,1980,1980s,Pre-1990,0,9.3,9,9.3,High,50.0,Short (<1h),Docuseries|Science & Technology Documentary|Documentary|Ambitious|Cosmic wonder|Educational|Inspirational|Narration|Philosophical elements|Scientific depth|Soundtrack,Docuseries,TV-PG,Astronomer Carl Sagan leads us on an engaging guided tour of the various elements and cosmological theories of the universe.,11,,
tt9253866,Our Planet,tv_show,2019,2010s,2015–2019,1,9.2,9,9.2,High,50.0,Short (<1h),Docuseries|Nature Documentary|Documentary|Family|Cinematography|Educational|Environmentalism|Inspirational|Technical achievement|Thought-provoking|Visual spectacle|Narration|Realism|Social commentary,Docuseries,TV-PG,"Explores and unravels the mystery of how and why animals migrate, showing some of the most dramatic and compelling stories in the natural world through spectacular and innovative cinematography.",12,,
tt0944947,Game of Thrones,tv_show,2011,2010s,2010–2014,0,9.2,9,9.2,High,50.0,Short (<1h),Action Epic|Adventure Epic|Dark Fantasy|Epic|Fantasy Epic|Psychological Drama|Sword & Sorcery|Tragedy|Action|Adventure|Action sequences|Adaptation|Character development|Cinematography|Dramatic tension|Narrative complexity|Production design|Soundtrack|Worldbuilding,Action Epic,TV-MA,"Nine noble families fight for control over the lands of Westeros, while an ancient enemy returns after being dormant for millennia.",13,,
tt7678620,Bluey,tv_show,2018,2010s,2015–2019,1,9.3,9,9.3,High,7.0,Short (<1h),Animal Adventure|Coming-of-Age|Hand-Drawn Animation|Animation|Family|Authentic emotion|Comedic brilliance|Comforting|Educational|Family dynamics|Heartfelt|Inspirational|Relatable,Animal Adventure,TV-Y,The slice-of-life adventures of an Australian Blue Heeler Cattle Dog puppy as she has fun with her family and friends in everyday situations.,14,,
tt0071075,The World at War,tv_show,1973,1970s,Pre-1990,0,9.2,9,9.2,High,52.0,Short (<1h),Docuseries|History Documentary|Military Documentary|Documentary|History|War|Authentic emotion|Educational|Emotional weight|Historical accuracy|Human experience|Narration|Realism|Thought-provoking|Social commentary,Docuseries,TV-PG,"26-part documentary series tracing World War II from the rise of Nazi Germany through the conflict's major campaigns and home fronts, using archival footage and firsthand interviews, narrated by Laurence Olivier.",15,,
tt1355642,Fullmetal Alchemist: Brotherhood,tv_show,2009,2000s,2000s,0,9.1,9,9.1,High,24.0,Short (<1h),Japanese|Adult Animation|Anime|Epic|Fantasy Epic|Hand-Drawn Animation|Political Drama|Psychological Drama|Shōnen|Steampunk|Action sequences|Adaptation|Animation style|Character development|Emotional stakes|Family dynamics|Philosophical elements|Soundtrack|Worldbuilding,Japanese,TV-14,Two brothers search for a Philosopher's Stone after an attempt to revive their deceased mother goes awry and leaves them in damaged physical forms.,16,,
tt2560140,Attack on Titan,tv_show,2013,2010s,2010–2014,0,9.1,9,9.1,High,24.0,Short (<1h),Japanese|Action Epic|Adult Animation|Anime|Body Horror|Dark Fantasy|Epic|Fantasy Epic|Folk Horror|Hand-Drawn Animation|Action sequences|Animation style|Character development|Dystopian elements|Emotional stakes|Narrative complexity|Philosophical elements|Soundtrack|Suspenseful|Worldbuilding,Japanese,TV-MA,"In a world where humanity shelters behind towering walls from man-eating Titans, a determined teen joins the elite Survey Corps to fight the giants and uncover the secrets of their origin.",17,,
tt1533395,Life,tv_show,2009,2000s,2000s,0,9.1,9,9.1,High,50.0,Short (<1h),Docuseries|Nature Documentary|Documentary|Ambitious|Cinematography|Educational|Inspirational|Narration|Visual spectacle|Character development|Production design|Suspenseful,Docuseries,TV-G,"A global view of the specialized strategies and extreme behavior that living things have developed in order to survive; what Charles Darwin termed ""the struggle for existence.""",18,,
tt8420184,The Last Dance,tv_show,2020,2020s,2020s,1,9.0,9,9.0,High,50.0,Short (<1h),Basketball|Docuseries|Sports Documentary|Biography|Documentary|History|Sport|Dramatic tension|Emotional weight|Historical accuracy|Nostalgic|Personal growth|Inner conflict|Social commentary|Confusing,Basketball,TV-MA,"Led by Michael Jordan, the 1990s Chicago Bulls establish themselves as one of the most notable dynasties in sports history.",19,,
tt0052520,The Twilight Zone,tv_show,1959,1950s,Pre-1990,0,9.0,9,9.0,High,50.0,Short (<1h),Body Horror|Dark Fantasy|Dystopian Sci-Fi|Psychological Drama|Psychological Horror|Space Sci-Fi|Supernatural Fantasy|Supernatural Horror|Time Travel|Drama,Body Horror,TV-PG,"Classic American Anthology series created by Rod Serling, featuring standalone stories of science fiction, fantasy, and horror, each with a twist ending or moral lesson.",20,,
tt1877514,The Vietnam War,tv_show,2017,2010s,2015–2019,0,9.1,9,9.1,High,100.0,Long (1.5–2h),Docuseries|History Documentary|Military Documentary|Documentary|History|War|Cinematography|Educational|Authentic emotion|Emotional weight|Historical accuracy|Human experience|Narration|Social commentary|Sound design,Docuseries,TV-MA,"A documentary series chronicling the Vietnam War through archival footage and firsthand accounts from soldiers, civilians, and leaders on all sides, tracing its origins, major events, and enduring impact on the United States and Vietnam.",21,,
tt2861424,Rick and Morty,tv_show,2013,2010s,2010–2014,0,9.0,9,9.0,High,23.0,Short (<1h),Adult Animation|Buddy Comedy|Cyberpunk|Dark Comedy|Parody|Psychological Drama|Satire|Sitcom|Space Sci-Fi|Time Travel|Comedic brilliance|Dark humor|Character development|Existential|Family dynamics|Philosophical elements|Social commentary|Derivative|Thin story|Uneven quality,Adult Animation,TV-MA,The fractured domestic lives of a nihilistic mad scientist and his anxious grandson are further complicated by their inter-dimensional misadventures.,22,,
tt1475582,Sherlock,tv_show,2010,2010s,2010–2014,0,9.0,9,9.0,High,90.0,Standard (1–1.5h),Police Procedural|Psychological Thriller|Whodunnit|Crime|Drama|Mystery|Thriller|Adaptation|Atmospheric|Chemistry|Cinematography|Comedic brilliance|Friendship|Performance|Suspenseful|Writing,Police Procedural,TV-14,"In modern-day London, brilliant but eccentric detective Sherlock Holmes teams with war veteran Dr. John Watson to crack baffling crimes, outwit formidable foes, and aid Scotland Yard with razor-sharp deduction.",23,,
tt0103359,Batman: The Animated Series,tv_show,1992,1990s,1990s,0,9.0,9,9.0,High,23.0,Short (<1h),Hand-Drawn Animation|Hard-boiled Detective|Psychological Drama|Superhero|Suspense Mystery|Urban Adventure|Action|Adventure|Animation|Crime|Animation style|Atmospheric|Character development|Dark tone|Enduring legacy|Production design|Soundtrack|Writing,Hand-Drawn Animation,TV-PG,"Billionaire Bruce Wayne secretly operates as Batman, a vigilante who battles a rouges' gallery of criminals and supervillains in Gotham City with the aid of various sidekicks and allies.",24,,
tt3032476,Better Call Saul,tv_show,2015,2010s,2015–2019,0,9.0,9,9.0,High,45.0,Short (<1h),Dark Comedy|Drug Crime|Legal Drama|Psychological Drama|Tragedy|Crime|Drama|Atmospheric|Authentic emotion|Character development|Cinematography|Dark humor|Dramatic depth|Inner conflict|Narrative complexity|Performance|Writing,Dark Comedy,TV-MA,"Albuquerque lawyer Jimmy McGill scrapes for clients and respect, but every win drags him closer to shady deals, dangerous players, and the alter ego Saul Goodman.",25,,
KGL_tm430666,Hantu Kak Limah,movie,2018,2010s,2015–2019,1,5.6,678,15.858,Low,111.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm846354,#FriendButMarried 2,movie,2020,2020s,2020s,1,6.9,311,17.21,Low,104.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm464527,ReMastered: The Miami Showband Massacre,movie,2019,2010s,2015–2019,1,7.0,1400,22.025,Medium,70.0,Standard (1–1.5h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm70652,Thaandavam,movie,2012,2010s,2010–2014,0,6.1,2034,20.182,Medium,167.0,Epic (2h+),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_ts190452,Stolen Away,tv_show,2020,2020s,2020s,1,7.1,2344,23.928,Medium,48.0,Short (<1h),Unknown,Unknown,TV-14,,,Netflix,kaggle
KGL_tm835414,Sitara,movie,2019,2010s,2015–2019,1,8.0,5,6.225,Low,128.0,Epic (2h+),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm421776,Ronnie Coleman: The King,movie,2018,2010s,2015–2019,1,7.0,3839,25.09,Medium,93.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm469432,Hating Peter Tatchell,movie,2020,2020s,2020s,1,7.6,787,22.014,Low,91.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm826368,American Son,movie,2019,2010s,2015–2019,1,5.8,7004,22.303,High,90.0,Standard (1–1.5h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm85563,Ezra,movie,2007,2000s,2000s,0,6.4,274,15.612,Low,105.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm375681,S Storm,movie,2016,2010s,2015–2019,0,5.1,721,14.579,Low,90.0,Standard (1–1.5h),Unknown,Unknown,PG-13,,,Netflix,kaggle
KGL_tm71148,Thanks for Sharing,movie,2013,2010s,2010–2014,0,6.4,28396,28.501,High,112.0,Long (1.5–2h),Unknown,Unknown,R,,,Netflix,kaggle
KGL_ts312241,Oats Studios,tv_show,2017,2010s,2015–2019,0,6.4,1512,20.351,Medium,12.0,Short (<1h),Unknown,Unknown,TV-MA,,,Netflix,kaggle
KGL_tm411507,John Mulaney: Kid Gorgeous at Radio City,movie,2018,2010s,2015–2019,1,7.9,7933,30.806,High,64.0,Standard (1–1.5h),Unknown,Unknown,R,,,Netflix,kaggle
KGL_tm233377,The Edge of Seventeen,movie,2016,2010s,2015–2019,0,7.3,124099,37.185,High,105.0,Long (1.5–2h),Unknown,Unknown,R,,,Netflix,kaggle
KGL_tm233482,The Foreigner,movie,2017,2010s,2015–2019,0,7.0,113338,35.381,High,113.0,Long (1.5–2h),Unknown,Unknown,R,,,Netflix,kaggle
KGL_ts80084,Dragon Pilot: Hisone and Masotan,tv_show,2018,2010s,2015–2019,1,6.9,501,18.635,Low,25.0,Short (<1h),Unknown,Unknown,TV-14,,,Netflix,kaggle
KGL_ts21693,"Sister, Sister",tv_show,1994,1990s,1990s,0,6.2,12657,25.435,High,22.0,Short (<1h),Unknown,Unknown,TV-PG,,,Netflix,kaggle
KGL_ts44663,Oscar's Oasis,tv_show,2010,2010s,2010–2014,0,7.4,586,20.488,Low,9.0,Short (<1h),Unknown,Unknown,TV-Y,,,Netflix,kaggle
KGL_tm239078,Jada,movie,2016,2010s,2015–2019,0,5.4,159,11.902,Low,16.0,Short (<1h),Unknown,Unknown,PG-13,,,Netflix,kaggle
KGL_ts300325,Surviving Summer,tv_show,2022,2020s,2020s,1,6.3,1433,19.886,Medium,28.0,Short (<1h),Unknown,Unknown,TV-PG,,,Netflix,kaggle
KGL_tm176297,Kyaa Kool Hai Hum,movie,2005,2000s,2000s,0,6.1,3537,21.647,Medium,172.0,Epic (2h+),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm449860,King of Boys,movie,2018,2010s,2015–2019,1,5.8,423,15.239,Low,169.0,Epic (2h+),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_ts76743,Dokidoki! PreCure,tv_show,2013,2010s,2010–2014,0,6.2,195,14.212,Low,23.0,Short (<1h),Unknown,Unknown,TV-G,,,Netflix,kaggle
KGL_ts82582,The Truth Seekers,tv_show,2016,2010s,2015–2019,0,7.1,16,8.736,Low,44.0,Short (<1h),Unknown,Unknown,TV-MA,,,Netflix,kaggle
KGL_ts237104,History 101,tv_show,2020,2020s,2020s,1,6.8,4100,24.568,Medium,22.0,Short (<1h),Unknown,Unknown,TV-PG,,,Netflix,kaggle
KGL_tm1185687,Silverton Siege,movie,2022,2020s,2020s,1,6.2,3434,21.923,Medium,100.0,Long (1.5–2h),Unknown,Unknown,PG-13,,,Netflix,kaggle
KGL_ts83663,A Taiwanese Tale of Two Cities,tv_show,2018,2010s,2015–2019,1,6.1,159,13.445,Low,69.0,Standard (1–1.5h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm312676,Leave No Trace,movie,2018,2010s,2015–2019,1,7.1,58727,33.859,High,109.0,Long (1.5–2h),Unknown,Unknown,PG,,,Netflix,kaggle
KGL_ts20433,JoJo's Bizarre Adventure,tv_show,2012,2010s,2010–2014,0,8.4,21354,36.368,High,24.0,Short (<1h),Unknown,Unknown,TV-MA,,,Netflix,kaggle
KGL_ts42169,ERASED,tv_show,2016,2010s,2015–2019,0,8.5,44643,39.523,High,22.0,Short (<1h),Unknown,Unknown,TV-14,,,Netflix,kaggle
KGL_tm182580,Ghadi,movie,2013,2010s,2010–2014,0,7.3,1128,22.285,Medium,100.0,Long (1.5–2h),Unknown,Unknown,PG-13,,,Netflix,kaggle
KGL_tm419052,Ek Jaan Hain Hum,movie,1983,1980s,Pre-1990,0,6.3,70,11.663,Low,151.0,Epic (2h+),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm374395,Vanjagar Ulagam,movie,2018,2010s,2015–2019,1,6.1,258,14.721,Low,161.0,Epic (2h+),Unknown,Unknown,PG-13,,,Netflix,kaggle
KGL_tm828570,Ahaan,movie,2019,2010s,2015–2019,1,7.0,327,17.611,Low,81.0,Standard (1–1.5h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_ts86945,Abby Hatcher,tv_show,2018,2010s,2015–2019,1,5.4,182,12.217,Low,17.0,Short (<1h),Unknown,Unknown,TV-Y,,,Netflix,kaggle
KGL_tm247767,Kiss of Life,movie,2015,2010s,2015–2019,0,5.9,1248,18.27,Medium,102.0,Long (1.5–2h),Unknown,Unknown,G,,,Netflix,kaggle
KGL_tm58382,Not Another Teen Movie,movie,2001,2000s,2000s,0,5.7,105352,28.629,High,89.0,Standard (1–1.5h),Unknown,Unknown,R,,,Netflix,kaggle
KGL_tm142564,3 Idiots,movie,2009,2000s,2000s,0,8.4,390739,46.972,High,170.0,Epic (2h+),Unknown,Unknown,PG-13,,,Netflix,kaggle
KGL_tm182125,Zindagi Na Milegi Dobara,movie,2011,2010s,2010–2014,0,8.1,76565,39.561,High,166.0,Epic (2h+),Unknown,Unknown,PG,,,Netflix,kaggle
KGL_tm44634,Kevin James: Sweat the Small Stuff,movie,2001,2000s,2000s,0,7.4,1087,22.471,Medium,42.0,Short (<1h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm233616,LEGO Marvel Super Heroes: Avengers Reassembled!,movie,2015,2010s,2015–2019,0,6.1,862,17.91,Low,22.0,Short (<1h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_ts308845,The Billion Dollar Code,tv_show,2021,2020s,2020s,1,8.0,8164,31.296,High,67.0,Standard (1–1.5h),Unknown,Unknown,TV-MA,,,Netflix,kaggle
KGL_ts37896,Conspiracy,tv_show,2015,2010s,2015–2019,0,6.2,379,15.995,Low,43.0,Short (<1h),Unknown,Unknown,TV-14,,,Netflix,kaggle
KGL_ts250172,Afronta!,tv_show,2017,2010s,2015–2019,0,7.4,8,7.061,Low,14.0,Short (<1h),Unknown,Unknown,TV-PG,,,Netflix,kaggle
KGL_tm1079334,"Bob Ross: Happy Accidents, Betrayal & Greed",movie,2021,2020s,2020s,1,6.9,5856,25.997,Medium,92.0,Long (1.5–2h),Unknown,Unknown,PG-13,,,Netflix,kaggle
KGL_ts287836,Into the Night,tv_show,2020,2020s,2020s,1,7.1,31559,31.944,High,36.0,Short (<1h),Unknown,Unknown,TV-MA,,,Netflix,kaggle
KGL_tm320570,Tully,movie,2018,2010s,2015–2019,1,7.0,57576,33.322,High,96.0,Long (1.5–2h),Unknown,Unknown,R,,,Netflix,kaggle
KGL_tm1161601,Ben & Jody,movie,2022,2020s,2020s,1,5.4,222,12.681,Low,114.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm368725,Love Is a Story,movie,2015,2010s,2015–2019,0,6.0,365,15.381,Low,107.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm98978,The Blue Lagoon,movie,1980,1980s,Pre-1990,0,5.8,69844,28.096,High,104.0,Long (1.5–2h),Unknown,Unknown,R,,,Netflix,kaggle
KGL_tm236725,My Beautiful Broken Brain,movie,2014,2010s,2010–2014,0,7.0,2286,23.515,Medium,84.0,Standard (1–1.5h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_ts30311,Victorious,tv_show,2010,2010s,2010–2014,0,6.9,24838,30.326,High,25.0,Short (<1h),Unknown,Unknown,TV-G,,,Netflix,kaggle
KGL_tm365670,Perú: Tesoro Escondido,movie,2017,2010s,2015–2019,0,6.1,527,16.608,Low,76.0,Standard (1–1.5h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm59590,One Piece Film: Z,movie,2012,2010s,2010–2014,0,7.8,7243,30.108,High,108.0,Long (1.5–2h),Unknown,Unknown,PG-13,,,Netflix,kaggle
KGL_tm1150800,Amandla,movie,2022,2020s,2020s,1,5.5,391,14.263,Low,106.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm428073,When Angels Sleep,movie,2018,2010s,2015–2019,1,5.5,3684,19.615,Medium,94.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm267429,"Surviving Compton: Dre, Suge and Michel'le",movie,2016,2010s,2015–2019,0,6.5,718,18.569,Low,87.0,Standard (1–1.5h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm266666,Gerald's Game,movie,2017,2010s,2015–2019,0,6.5,106451,32.676,High,104.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_ts23319,Timmy Time,tv_show,2009,2000s,2000s,0,6.9,1111,21.018,Medium,14.0,Short (<1h),Unknown,Unknown,TV-Y,,,Netflix,kaggle
KGL_ts89340,Crime Diaries: The Candidate,tv_show,2019,2010s,2015–2019,1,7.5,813,21.83,Low,42.0,Short (<1h),Unknown,Unknown,TV-MA,,,Netflix,kaggle
KGL_tm165809,Bluffmaster!,movie,2005,2000s,2000s,0,6.6,6370,25.108,Medium,137.0,Epic (2h+),Unknown,Unknown,PG,,,Netflix,kaggle
